"Breach_ID","Risk_Score","Industry","Records_Breached","Breach_Date","Breach_Type","Breach_Source","Location","Risk_Severity"
2557,0.9,"Healthcare","1","2018-05-01","Account Access","Malicious Outsider","Australia","Nominal"
2558,2.2,"Professional Services","1","2017-08-21","Identity Theft","Malicious Outsider","United States","Minimal"
2559,0.9,"Other","1","2018-05-01","Account Access","Malicious Outsider","Australia","Nominal"
2560,2.2,"Professional Services","1","2017-08-10","Identity Theft","Malicious Outsider","United States","Minimal"
2561,0.9,"Professional Services","1","2018-05-01","Account Access","Malicious Outsider","Australia","Nominal"
2562,2.2,"Government","1","2017-02-17","Identity Theft","Malicious Outsider","United States","Minimal"
2563,0.9,"Education","1","2018-03-23","Account Access","Malicious Outsider","United States","Nominal"
2564,2.2,"Retail","1","2017-02-13","Identity Theft","Malicious Outsider","United States","Minimal"
2565,0.9,"Hospitality","1","2018-11-01","Account Access","Malicious Outsider","Australia","Nominal"
2566,2.2,"Education","1","2017-07-26","Identity Theft","Malicious Outsider","United States","Minimal"
2567,0.9,"Industrial","1","2018-11-01","Account Access","Malicious Outsider","Australia","Nominal"
2568,2.2,"Technology","1","2017-10-20","Identity Theft","Malicious Outsider","United States","Minimal"
2569,0.9,"Technology","1","2018-11-01","Account Access","Malicious Outsider","United States","Nominal"
2570,2.2,"Hospitality","1","2017-07-07","Identity Theft","Malicious Outsider","United States","Minimal"
2571,0.9,"Government","1","2018-07-31","Account Access","Malicious Outsider","Canada","Nominal"
2572,2.2,"Other","1","2017-02-08","Identity Theft","Malicious Outsider","United States","Minimal"
2573,0.9,"Hospitality","1","2018-07-31","Account Access","Malicious Outsider","United States","Nominal"
2574,2.2,"Financial","1","2017-02-04","Identity Theft","Malicious Outsider","United States","Minimal"
2575,0.9,"Entertainment","1","2018-05-03","Account Access","Malicious Outsider","Ireland","Nominal"
2576,2.2,"Industrial","1","2017-07-10","Identity Theft","Malicious Outsider","United States","Minimal"
2577,0.9,"Technology","1","2018-11-09","Account Access","Malicious Outsider","United States","Nominal"
2578,2.2,"Financial","1","2017-02-02","Identity Theft","Malicious Outsider","United States","Minimal"
2579,0.9,"Technology","1","2018-05-10","Account Access","Malicious Outsider","Middle East","Nominal"
2580,2.2,"Retail","1","2017-03-24","Identity Theft","Malicious Outsider","United States","Minimal"
2581,0.9,"Other","1","2018-04-01","Account Access","Malicious Outsider","Australia","Nominal"
2582,2.2,"Professional Services","1","2017-08-11","Identity Theft","Malicious Outsider","United States","Minimal"
2583,0.9,"Other","1","2018-04-01","Account Access","Malicious Outsider","Australia","Nominal"
2584,2.2,"Education","1","2017-01-18","Identity Theft","Malicious Outsider","United States","Minimal"
2585,0.9,"Social Media","1","2018-11-27","Account Access","Malicious Outsider","Netherlands","Nominal"
2586,2.2,"Hospitality","1","2017-05-04","Identity Theft","Malicious Outsider","Global","Minimal"
2587,0.9,"Other","1","2018-04-01","Account Access","Malicious Outsider","Australia","Nominal"
2588,2.2,"Financial","1","2017-04-09","Existential Data","Malicious Insider","United States","Minimal"
2589,0.9,"Government","2","2018-05-16","Identity Theft","Accidental Loss","United States","Nominal"
2590,2.2,"Financial","1","2017-08-08","Identity Theft","Malicious Outsider","United States","Minimal"
2591,0.9,"Technology","1","2018-02-22","Account Access","Malicious Outsider","United States","Nominal"
2592,2.2,"Financial","1","2017-01-07","Identity Theft","Malicious Outsider","United States","Minimal"
2593,0.9,"Entertainment","1","2018-02-22","Account Access","Malicious Outsider","United States","Nominal"
2594,2.2,"Professional Services","1","2017-08-09","Identity Theft","Malicious Outsider","United States","Minimal"
2595,0.9,"Retail","1","2018-04-01","Account Access","Malicious Outsider","United States","Nominal"
2596,2.2,"Other","1","2017-03-03","Identity Theft","Malicious Outsider","United States","Minimal"
2597,0.9,"Education","1","2018-02-26","Account Access","Malicious Outsider","United Kingdom","Nominal"
2598,2.2,"Government","1","2017-12-08","Identity Theft","Malicious Outsider","United States","Minimal"
2599,0.9,"Retail","1","2018-04-16","Account Access","Malicious Outsider","United States","Nominal"
2600,2.2,"Healthcare","1","2017-03-08","Identity Theft","Malicious Outsider","United States","Minimal"
2601,0.9,"Education","1","2018-03-01","Account Access","Malicious Outsider","Australia","Nominal"
2602,2.2,"Government","1","2017-03-01","Identity Theft","Malicious Outsider","United States","Minimal"
2603,0.9,"Education","1","2018-03-01","Account Access","Malicious Outsider","Australia","Nominal"
2604,2.2,"Education","1","2017-09-08","Identity Theft","Malicious Outsider","United States","Minimal"
2605,0.9,"Healthcare","1","2018-03-01","Account Access","Malicious Outsider","Australia","Nominal"
2606,2.2,"Financial","1","2017-02-09","Identity Theft","Malicious Outsider","United States","Minimal"
2607,0.9,"Other","1","2018-03-01","Account Access","Malicious Outsider","Australia","Nominal"
2608,2.2,"Other","1","2017-02-21","Identity Theft","Malicious Outsider","United States","Minimal"
2609,0.9,"Other","1","2018-03-01","Account Access","Malicious Outsider","Australia","Nominal"
2610,2.2,"Professional Services","1","2017-12-09","Existential Data","Malicious Insider","Canada","Minimal"
2611,0.9,"Other","1","2018-03-01","Account Access","Malicious Outsider","Australia","Nominal"
2612,2.2,"Retail","1","2017-02-21","Identity Theft","Malicious Outsider","United States","Minimal"
2613,0.9,"Financial","1","2018-06-01","Account Access","Malicious Outsider","Australia","Nominal"
2614,2.2,"Education","1","2017-08-10","Identity Theft","Malicious Outsider","South Korea","Minimal"
2615,0.9,"Professional Services","1","2018-03-01","Account Access","Malicious Outsider","Australia","Nominal"
2616,2.2,"Financial","1","2017-02-14","Identity Theft","Malicious Outsider","United States","Minimal"
2617,0.9,"Healthcare","1","2018-06-01","Account Access","Malicious Outsider","Australia","Nominal"
2618,2.2,"Education","1","2017-10-06","Identity Theft","Malicious Outsider","Canada","Minimal"
2619,0.9,"Other","1","2018-06-01","Account Access","Malicious Outsider","Australia","Nominal"
2620,2.2,"Financial","1","2017-01-29","Identity Theft","Malicious Outsider","United States","Minimal"
2621,0.9,"Other","1","2018-06-01","Account Access","Malicious Outsider","Australia","Nominal"
2622,2.2,"Other","1","2017-03-30","Identity Theft","Malicious Outsider","United States","Minimal"
2623,0.9,"Professional Services","1","2018-06-01","Account Access","Malicious Outsider","Australia","Nominal"
2624,2.2,"Technology","1","2017-01-30","Identity Theft","Malicious Outsider","United States","Minimal"
2625,0.9,"Government","2","2018-09-07","Identity Theft","Accidental Loss","United Kingdom","Nominal"
2626,2.2,"Financial","1","2017-01-24","Identity Theft","Malicious Outsider","United States","Minimal"
2627,0.9,"Education","1","2018-06-01","Identity Theft","Hacktivist","Australia","Nominal"
2628,2.2,"Other","1","2017-03-03","Identity Theft","Malicious Outsider","United States","Minimal"
2629,0.8,"Other","1","2018-05-01","Account Access","Malicious Insider","Australia","Nominal"
2630,2.2,"Technology","1","2017-01-19","Identity Theft","Malicious Outsider","United States","Minimal"
2631,0.8,"Retail","1","2018-05-22","Financial Access","Hacktivist","United States","Nominal"
2632,2.2,"Healthcare","1","2017-10-12","Identity Theft","Malicious Outsider","United States","Minimal"
2633,0.8,"Professional Services","1","2018-06-01","Account Access","Malicious Insider","Australia","Nominal"
2634,2.2,"Healthcare","1","2017-02-24","Identity Theft","Malicious Outsider","United States","Minimal"
2635,0.7,"Government","1","2018-03-12","Existential Data","Accidental Loss","Luxembourg","Nominal"
2636,2.2,"Technology","1","2017-02-01","Identity Theft","Malicious Outsider","United States","Minimal"
2637,0.7,"Technology","1","2018-11-08","Existential Data","Accidental Loss","United States","Nominal"
2638,2.2,"Financial","1","2017-02-09","Identity Theft","Malicious Outsider","United States","Minimal"
2639,0.6,"Government","1","2018-10-01","Identity Theft","Unknown","Australia","Nominal"
2640,2.2,"Education","1","2017-12-13","Identity Theft","Malicious Outsider","United States","Minimal"
2641,0.6,"Education","1","2018-10-02","Identity Theft","Accidental Loss","United States","Nominal"
2642,2.2,"Education","1","2017-02-16","Identity Theft","Malicious Outsider","United States","Minimal"
2643,0.6,"Government","1","2018-03-09","Identity Theft","Accidental Loss","United Kingdom","Nominal"
2644,2.2,"Education","1","2017-04-24","Identity Theft","Malicious Outsider","United States","Minimal"
2645,0.6,"Other","1","2018-10-03","Nuisance","Malicious Outsider","United States","Nominal"
2646,2.2,"Education","1","2017-10-25","Identity Theft","Malicious Outsider","United States","Minimal"
2647,0.6,"Financial","1","2018-06-16","Nuisance","Malicious Outsider","South Africa","Nominal"
2648,2.2,"Entertainment","1","2017-02-23","Identity Theft","Malicious Outsider","United States","Minimal"
2649,0.6,"Other","1","2018-07-07","Identity Theft","Accidental Loss","Israel","Nominal"
2650,2.2,"Financial","1","2017-03-08","Identity Theft","Malicious Outsider","United States","Minimal"
2651,0.6,"Government","1","2018-07-09","Identity Theft","Accidental Loss","United States","Nominal"
2652,2.2,"Education","1","2017-02-08","Identity Theft","Malicious Outsider","United States","Minimal"
2653,0.6,"Government","1","2018-06-27","Identity Theft","Accidental Loss","United States","Nominal"
2654,2.2,"Other","1","2017-02-02","Identity Theft","Malicious Outsider","United States","Minimal"
2655,0.6,"Professional Services","1","2018-10-11","Identity Theft","Accidental Loss","United States","Nominal"
2656,2.2,"Education","1","2017-03-05","Identity Theft","Malicious Outsider","United States","Minimal"
2657,0.6,"Education","1","2018-07-14","Nuisance","Malicious Outsider","United States","Nominal"
2658,2.2,"Professional Services","1","2017-08-10","Identity Theft","Malicious Outsider","United States","Minimal"
2659,0.6,"Other","1","2018-07-17","Identity Theft","Accidental Loss","Spain","Nominal"
2660,2.2,"Technology","1","2017-01-30","Identity Theft","Malicious Outsider","United States","Minimal"
2661,0.6,"Professional Services","1","2018-10-17","Identity Theft","Accidental Loss","United States","Nominal"
2662,2.2,"Financial","1","2017-01-14","Identity Theft","Malicious Outsider","United States","Minimal"
2663,0.6,"Financial","1","2018-05-01","Identity Theft","Accidental Loss","Australia","Nominal"
2664,2.2,"Professional Services","1","2017-07-06","Identity Theft","Malicious Outsider","United States","Minimal"
2665,0.6,"Other","1","2018-05-01","Identity Theft","Accidental Loss","Australia","Nominal"
2666,2.2,"Education","1","2017-02-25","Identity Theft","Malicious Outsider","United States","Minimal"
2667,0.6,"Healthcare","1","2018-02-09","Identity Theft","Accidental Loss","United States","Nominal"
2668,2.2,"Other","1","2017-05-06","Identity Theft","Malicious Outsider","United States","Minimal"
2669,0.6,"Financial","1","2018-03-17","Identity Theft","Accidental Loss","United States","Nominal"
2670,2.2,"Government","1","2017-11-22","Identity Theft","Malicious Outsider","United States","Minimal"
2671,0.6,"Other","1","2018-05-01","Identity Theft","Accidental Loss","Australia","Nominal"
2672,2.2,"Non-profit","1","2017-03-03","Identity Theft","Malicious Outsider","United States","Minimal"
2673,0.6,"Insurance","1","2018-07-17","Nuisance","Malicious Outsider","United States","Nominal"
2674,2.2,"Financial","1","2017-03-29","Identity Theft","Malicious Outsider","United States","Minimal"
2675,0.6,"Professional Services","1","2018-05-01","Identity Theft","Accidental Loss","Australia","Nominal"
2676,2.2,"Financial","1","2017-02-07","Identity Theft","Malicious Outsider","United States","Minimal"
2677,0.6,"Professional Services","1","2018-05-01","Identity Theft","Accidental Loss","Australia","Nominal"
2678,2.2,"Healthcare","1","2017-09-26","Identity Theft","Malicious Outsider","United States","Minimal"
2679,0.6,"Other","1","2018-07-19","Identity Theft","Accidental Loss","Netherlands","Nominal"
2680,2.2,"Industrial","1","2017-04-21","Identity Theft","Malicious Outsider","United States","Minimal"
2681,0.6,"Education","1","2018-03-19","Identity Theft","Accidental Loss","United States","Nominal"
2682,2.2,"Financial","1","2017-07-17","Identity Theft","Malicious Outsider","United States","Minimal"
2683,0.6,"Professional Services","1","2018-05-01","Identity Theft","Accidental Loss","Australia","Nominal"
2684,2.2,"Professional Services","1","2017-07-19","Identity Theft","Malicious Outsider","United States","Minimal"
2685,0.6,"Healthcare","1","2018-03-23","Identity Theft","Accidental Loss","United States","Nominal"
2686,2.2,"Other","1","2017-02-09","Identity Theft","Malicious Outsider","United States","Minimal"
2687,0.6,"Education","1","2018-10-25","Identity Theft","Accidental Loss","United States","Nominal"
2688,2.2,"Retail","1","2017-02-08","Identity Theft","Malicious Outsider","United States","Minimal"
2689,0.6,"Education","1","2018-10-25","Identity Theft","Accidental Loss","United States","Nominal"
2690,2.2,"Technology","1","2017-02-10","Identity Theft","Malicious Outsider","United States","Minimal"
2691,0.6,"Professional Services","1","2018-07-25","Identity Theft","Accidental Loss","Australia","Nominal"
2692,2.2,"Education","1","2017-03-27","Identity Theft","Malicious Outsider","United States","Minimal"
2693,0.6,"Education","1","2018-02-13","Identity Theft","Accidental Loss","United States","Nominal"
2694,2.2,"Financial","1","2017-03-02","Identity Theft","Malicious Outsider","United States","Minimal"
2695,0.6,"Financial","1","2018-02-13","Identity Theft","Accidental Loss","United States","Nominal"
2696,2.2,"Government","1","2017-07-20","Identity Theft","Malicious Outsider","United States","Minimal"
2697,0.6,"Financial","1","2018-03-28","Identity Theft","Accidental Loss","United States","Nominal"
2698,2.2,"Technology","1","2017-03-16","Identity Theft","Malicious Outsider","United States","Minimal"
2699,0.6,"Government","1","2018-07-30","Identity Theft","Accidental Loss","United States","Nominal"
2700,2.2,"Healthcare","1","2017-01-24","Identity Theft","Malicious Outsider","United States","Minimal"
2701,0.6,"Other","1","2018-03-30","Identity Theft","Accidental Loss","United States","Nominal"
2702,2.2,"Education","1","2017-06-08","Identity Theft","Malicious Outsider","Ireland","Minimal"
2703,0.6,"Insurance","1","2018-05-01","Identity Theft","Accidental Loss","United States","Nominal"
2704,2.2,"Financial","1","2017-03-28","Identity Theft","Malicious Outsider","United States","Minimal"
2705,0.6,"Retail","1","2018-05-02","Nuisance","Malicious Outsider","China","Nominal"
2706,2.2,"Healthcare","1","2017-03-03","Identity Theft","Malicious Outsider","United States","Minimal"
2707,0.6,"Other","1","2018-02-15","Identity Theft","Accidental Loss","United States","Nominal"
2708,2.2,"Healthcare","1","2017-06-19","Identity Theft","Malicious Outsider","United States","Minimal"
2709,0.6,"Healthcare","1","2018-02-15","Identity Theft","Accidental Loss","United States","Nominal"
2710,2.2,"Retail","1","2017-02-02","Identity Theft","Malicious Outsider","United States","Minimal"
2711,0.6,"Retail","1","2018-08-01","Nuisance","Malicious Outsider","France","Nominal"
2712,2.2,"Healthcare","1","2017-02-28","Identity Theft","Malicious Outsider","United States","Minimal"
2713,0.6,"Government","1","2018-11-09","Identity Theft","Accidental Loss","United States","Nominal"
2714,2.2,"Financial","1","2017-10-19","Identity Theft","Malicious Outsider","United States","Minimal"
2715,0.6,"Government","1","2018-11-09","Identity Theft","Accidental Loss","United States","Nominal"
2716,2.2,"Industrial","1","2017-02-01","Identity Theft","Malicious Outsider","United States","Minimal"
2717,0.6,"Government","1","2018-11-15","Identity Theft","Accidental Loss","Canada","Nominal"
2718,2.2,"Retail","1","2017-01-25","Identity Theft","Malicious Outsider","United States","Minimal"
2719,0.6,"Non-profit","1","2018-01-02","Nuisance","Malicious Outsider","United States","Nominal"
2720,2.2,"Education","1","2017-02-17","Identity Theft","Malicious Outsider","United States","Minimal"
2721,0.6,"Government","1","2018-11-16","Identity Theft","Accidental Loss","United Kingdom","Nominal"
2722,2.2,"Hospitality","1","2017-07-20","Identity Theft","Malicious Outsider","United States","Minimal"
2723,0.6,"Professional Services","1","2018-08-07","Identity Theft","Accidental Loss","United States","Nominal"
2724,2.2,"Government","1","2017-10-19","Identity Theft","Malicious Outsider","United States","Minimal"
2725,0.6,"Financial","1","2018-02-18","Identity Theft","Accidental Loss","United States","Nominal"
2726,2.2,"Healthcare","1","2017-12-15","Identity Theft","Malicious Outsider","United States","Minimal"
2727,0.6,"Social Media","1","2018-01-04","Identity Theft","Accidental Loss","United States","Nominal"
2728,2.2,"Financial","1","2017-03-29","Identity Theft","Malicious Outsider","United States","Minimal"
2729,0.6,"Government","1","2018-11-23","Identity Theft","Accidental Loss","Malta","Nominal"
2730,2.2,"Financial","1","2017-07-01","Identity Theft","Malicious Outsider","United States","Minimal"
2731,0.6,"Other","1","2018-08-09","Identity Theft","Accidental Loss","Australia","Nominal"
2732,2.2,"Industrial","1","2017-02-23","Identity Theft","Malicious Outsider","United States","Minimal"
2733,0.6,"Healthcare","1","2018-08-09","Identity Theft","Accidental Loss","United States","Nominal"
2734,2.2,"Education","1","2017-02-06","Identity Theft","Malicious Outsider","United States","Minimal"
2735,0.6,"Healthcare","1","2018-11-25","Identity Theft","Accidental Loss","United States","Nominal"
2736,2.2,"Insurance","1","2017-07-22","Identity Theft","Malicious Outsider","United States","Minimal"
2737,0.6,"Government","1","2018-11-27","Nuisance","Malicious Outsider","United States","Nominal"
2738,2.2,"Financial","1","2017-09-20","Identity Theft","Malicious Outsider","United States","Minimal"
2739,0.6,"Healthcare","1","2018-01-06","Identity Theft","Accidental Loss","Hong Kong","Nominal"
2740,2.2,"Technology","1","2017-01-21","Identity Theft","Malicious Outsider","United States","Minimal"
2741,0.6,"Healthcare","1","2018-11-29","Nuisance","Malicious Outsider","United States","Nominal"
2742,2.2,"Financial","1","2017-04-11","Identity Theft","Malicious Outsider","United States","Minimal"
2743,0.6,"Government","1","2018-03-01","Identity Theft","Accidental Loss","New Zealand","Nominal"
2744,2.2,"Financial","1","2017-09-09","Identity Theft","Malicious Outsider","United States","Minimal"
2745,0.6,"Healthcare","1","2018-04-01","Identity Theft","Accidental Loss","Australia","Nominal"
2746,2.2,"Retail","1","2017-12-11","Identity Theft","Malicious Outsider","United States","Minimal"
2747,0.6,"Other","1","2018-04-01","Identity Theft","Accidental Loss","Australia","Nominal"
2748,2.2,"Professional Services","1","2017-07-06","Identity Theft","Malicious Outsider","United States","Minimal"
2749,0.6,"Healthcare","1","2018-08-14","Identity Theft","Accidental Loss","Australia","Nominal"
2750,2.2,"Financial","1","2017-03-03","Identity Theft","Malicious Outsider","United States","Minimal"
2751,0.6,"Other","1","2018-12-03","Identity Theft","Accidental Loss","United States","Nominal"
2752,2.2,"Entertainment","1","2017-07-09","Identity Theft","Malicious Outsider","United States","Minimal"
2753,0.6,"Retail","1","2018-08-14","Nuisance","Malicious Outsider","United States","Nominal"
2754,2.2,"Professional Services","1","2017-08-04","Identity Theft","Malicious Outsider","United States","Minimal"
2755,0.6,"Retail","1","2018-12-04","Nuisance","Malicious Outsider","United States","Nominal"
2756,2.2,"Retail","1","2017-04-10","Identity Theft","Malicious Outsider","United States","Minimal"
2757,0.6,"Technology","1","2018-01-09","Identity Theft","Accidental Loss","United States","Nominal"
2758,2.2,"Professional Services","1","2017-09-11","Identity Theft","Malicious Outsider","United States","Minimal"
2759,0.6,"Entertainment","1","2018-12-05","Identity Theft","Accidental Loss","United States","Nominal"
2760,2.2,"Professional Services","1","2017-07-21","Identity Theft","Malicious Outsider","United States","Minimal"
2761,0.6,"Healthcare","1","2018-01-10","Identity Theft","Accidental Loss","Canada","Nominal"
2762,2.2,"Financial","1","2017-01-30","Identity Theft","Malicious Outsider","United States","Minimal"
2763,0.6,"Government","1","2018-08-16","Identity Theft","Accidental Loss","Russia","Nominal"
2764,2.2,"Financial","1","2017-01-04","Identity Theft","Malicious Outsider","United States","Minimal"
2765,0.6,"Financial","1","2018-01-10","Identity Theft","Accidental Loss","United States","Nominal"
2766,2.2,"Healthcare","1","2017-08-09","Identity Theft","Malicious Outsider","United States","Minimal"
2767,0.6,"Industrial","1","2018-12-10","Nuisance","Malicious Outsider","Italy","Nominal"
2768,2.2,"Hospitality","1","2017-02-10","Identity Theft","Malicious Outsider","United States","Minimal"
2769,0.6,"Insurance","1","2018-05-24","Identity Theft","Accidental Loss","United States","Nominal"
2770,2.2,"Financial","1","2017-02-15","Identity Theft","Malicious Outsider","United States","Minimal"
2771,0.6,"Healthcare","1","2018-12-14","Identity Theft","Accidental Loss","Canada","Nominal"
2772,2.2,"Other","1","2017-04-18","Identity Theft","Malicious Outsider","United States","Minimal"
2773,0.6,"Government","1","2018-05-25","Identity Theft","Accidental Loss","United States","Nominal"
2774,2.2,"Professional Services","1","2017-06-27","Identity Theft","Malicious Outsider","United States","Minimal"
2775,0.6,"Government","1","2018-12-20","Nuisance","Malicious Outsider","United States","Nominal"
2776,2.2,"Education","1","2017-07-10","Identity Theft","Malicious Outsider","United States","Minimal"
2777,0.6,"Government","1","2018-12-22","Identity Theft","Unknown","United Kingdom","Nominal"
2778,2.2,"Financial","1","2017-01-16","Identity Theft","Malicious Outsider","United States","Minimal"
2779,0.6,"Education","1","2018-08-22","Identity Theft","Accidental Loss","United States","Nominal"
2780,2.2,"Healthcare","1","2017-05-20","Identity Theft","Malicious Outsider","United States","Minimal"
2781,0.6,"Government","1","2018-12-25","Identity Theft","Accidental Loss","United States","Nominal"
2782,2.2,"Professional Services","1","2017-09-27","Identity Theft","Malicious Outsider","United States","Minimal"
2783,0.6,"Professional Services","1","2018-04-01","Identity Theft","Unknown","Australia","Nominal"
2784,2.2,"Healthcare","1","2017-02-01","Identity Theft","Malicious Outsider","United States","Minimal"
2785,0.6,"Healthcare","1","2018-01-14","Identity Theft","Accidental Loss","United States","Nominal"
2786,2.2,"Financial","1","2017-06-08","Identity Theft","Malicious Outsider","United States","Minimal"
2787,0.6,"Government","1","2018-12-28","Nuisance","Malicious Outsider","Canada","Nominal"
2788,2.2,"Education","1","2017-02-17","Identity Theft","Malicious Outsider","United States","Minimal"
2789,0.6,"Other","1","2018-04-01","Nuisance","Malicious Outsider","Australia","Nominal"
2790,2.2,"Industrial","1","2017-01-25","Identity Theft","Malicious Outsider","United States","Minimal"
2791,0.6,"Government","1","2018-04-23","Identity Theft","Accidental Loss","Canada","Nominal"
2792,2.2,"Financial","1","2017-05-13","Existential Data","Malicious Insider","United States","Minimal"
2793,0.6,"Professional Services","1","2018-04-03","Identity Theft","Accidental Loss","United States","Nominal"
2794,2.2,"Professional Services","1","2017-07-05","Identity Theft","Malicious Outsider","United States","Minimal"
2795,0.6,"Education","1","2018-08-28","Identity Theft","Accidental Loss","France","Nominal"
2796,2.2,"Technology","1","2017-01-25","Identity Theft","Malicious Outsider","United States","Minimal"
2797,0.6,"Financial","1","2018-08-28","Identity Theft","Accidental Loss","Switzerland","Nominal"
2798,2.2,"Education","1","2017-09-14","Identity Theft","Malicious Outsider","Australia","Minimal"
2799,0.6,"Technology","1","2018-08-30","Identity Theft","Accidental Loss","United Kingdom","Nominal"
2800,2.2,"Healthcare","1","2017-09-06","Identity Theft","Malicious Outsider","Canada","Minimal"
2801,0.6,"Healthcare","1","2018-08-30","Identity Theft","Accidental Loss","United States","Nominal"
2802,2.2,"Entertainment","1","2017-02-03","Identity Theft","Malicious Outsider","United Kingdom","Minimal"
2803,0.6,"Retail","1","2018-08-30","Identity Theft","Accidental Loss","United States","Nominal"
2804,2.2,"Entertainment","1","2017-07-31","Identity Theft","Malicious Outsider","United States","Minimal"
2805,0.6,"Technology","1","2018-08-30","Identity Theft","Accidental Loss","United States","Nominal"
2806,2.2,"Financial","1","2017-02-16","Identity Theft","Malicious Outsider","United States","Minimal"
2807,0.6,"Healthcare","1","2018-08-31","Identity Theft","Accidental Loss","United States","Nominal"
2808,2.2,"Education","1","2017-01-16","Identity Theft","Malicious Outsider","United States","Minimal"
2809,0.6,"Healthcare","1","2018-04-07","Identity Theft","Accidental Loss","United States","Nominal"
2810,2.2,"Healthcare","1","2017-07-13","Identity Theft","Malicious Outsider","United States","Minimal"
2811,0.6,"Education","1","2018-09-01","Identity Theft","Accidental Loss","Australia","Nominal"
2812,2.2,"Insurance","1","2017-08-20","Identity Theft","Malicious Outsider","United States","Minimal"
2813,0.6,"Education","1","2018-09-01","Identity Theft","Accidental Loss","Germany","Nominal"
2814,2.2,"Industrial","1","2017-01-20","Identity Theft","Malicious Outsider","United States","Minimal"
2815,0.6,"Government","1","2018-01-21","Identity Theft","Accidental Loss","United States","Nominal"
2816,2.2,"Government","1","2017-09-14","Identity Theft","Malicious Outsider","United States","Minimal"
2817,0.6,"Government","1","2018-09-01","Identity Theft","Accidental Loss","United Kingdom","Nominal"
2818,2.2,"Financial","1","2017-08-30","Existential Data","Malicious Insider","Kenya","Minimal"
2819,0.6,"Education","1","2018-05-04","Identity Theft","Accidental Loss","United States","Nominal"
2820,2.2,"Healthcare","1","2017-02-17","Identity Theft","Malicious Outsider","United States","Minimal"
2821,0.6,"Education","1","2018-01-23","Identity Theft","Accidental Loss","Canada","Nominal"
2822,2.2,"Education","1","2017-11-04","Identity Theft","Malicious Outsider","United Kingdom","Minimal"
2823,0.6,"Healthcare","1","2018-09-05","Identity Theft","Lost Device","United States","Nominal"
2824,2.2,"Hospitality","1","2017-02-22","Identity Theft","Malicious Outsider","United States","Minimal"
2825,0.6,"Healthcare","1","2018-04-13","Identity Theft","Accidental Loss","United States","Nominal"
2826,2.2,"Industrial","1","2017-08-25","Identity Theft","Malicious Outsider","United States","Minimal"
2827,0.6,"Other","1","2018-09-06","Identity Theft","Accidental Loss","Nigeria","Nominal"
2828,2.2,"Technology","1","2017-03-31","Identity Theft","Malicious Outsider","United States","Minimal"
2829,0.6,"Other","1","2018-09-06","Identity Theft","Accidental Loss","United Kingdom","Nominal"
2830,2.2,"Retail","1","2017-08-14","Identity Theft","Malicious Outsider","United States","Minimal"
2831,0.6,"Financial","1","2018-01-25","Nuisance","Malicious Outsider","United States","Nominal"
2832,2.2,"Other","1","2017-03-28","Identity Theft","Malicious Outsider","United States","Minimal"
2833,0.6,"Healthcare","1","2018-03-01","Identity Theft","Accidental Loss","Australia","Nominal"
2834,2.2,"Industrial","1","2017-05-25","Identity Theft","Malicious Outsider","United States","Minimal"
2835,0.6,"Healthcare","1","2018-03-01","Identity Theft","Accidental Loss","Australia","Nominal"
2836,2.2,"Education","1","2017-02-27","Identity Theft","Malicious Outsider","United States","Minimal"
2837,0.6,"Non-profit","1","2018-03-01","Identity Theft","Accidental Loss","Australia","Nominal"
2838,2.2,"Professional Services","1","2017-05-26","Identity Theft","Malicious Outsider","United States","Minimal"
2839,0.6,"Industrial","1","2018-04-17","Identity Theft","Accidental Loss","United States","Nominal"
2840,2.2,"Technology","1","2017-02-23","Identity Theft","Malicious Outsider","United States","Minimal"
2841,0.6,"Professional Services","1","2018-03-01","Identity Theft","Accidental Loss","Australia","Nominal"
2842,2.2,"Insurance","1","2017-08-21","Identity Theft","Malicious Outsider","United States","Minimal"
2843,0.6,"Healthcare","1","2018-06-01","Identity Theft","Accidental Loss","Australia","Nominal"
2844,2.2,"Professional Services","1","2017-10-20","Identity Theft","Malicious Outsider","United States","Minimal"
2845,0.6,"Government","1","2018-01-25","Identity Theft","Accidental Loss","United States","Nominal"
2846,2.2,"Insurance","1","2017-01-12","Identity Theft","Malicious Outsider","United States","Minimal"
2847,0.6,"Other","1","2018-06-01","Identity Theft","Accidental Loss","Australia","Nominal"
2848,2.2,"Professional Services","1","2017-07-30","Identity Theft","Malicious Outsider","United States","Minimal"
2849,0.6,"Professional Services","1","2018-09-10","Identity Theft","Accidental Loss","United States","Nominal"
2850,2.2,"Hospitality","1","2017-02-03","Identity Theft","Malicious Outsider","United States","Minimal"
2851,0.6,"Education","1","2018-04-18","Identity Theft","Accidental Loss","United States","Nominal"
2852,2.2,"Financial","1","2017-02-21","Identity Theft","Malicious Outsider","United States","Minimal"
2853,0.6,"Technology","1","2018-09-10","Identity Theft","Stolen Device","Singapore","Nominal"
2854,2.2,"Other","1","2017-01-06","Identity Theft","Malicious Outsider","United States","Minimal"
2855,0.6,"Government","1","2018-06-05","Identity Theft","Accidental Loss","Netherlands","Nominal"
2856,2.2,"Professional Services","1","2017-08-24","Identity Theft","Malicious Outsider","United States","Minimal"
2857,0.6,"Professional Services","1","2018-04-19","Identity Theft","Accidental Loss","United States","Nominal"
2858,2.2,"Government","1","2017-09-08","Identity Theft","Malicious Outsider","United States","Minimal"
